input_lat_tx,input_lon_tx,input_height_tx,input_material_tx,input_lat_rx,input_lon_rx,input_height_rx,input_material_rx,input_fog_density,input_rain_rate,input_surface_temp,input_ambient_temp,input_wavelength_nm,input_tx_power_dbm,link_distance_km,elevation_angle_deg,path_length_m,received_power_dbm,total_loss_db,link_margin_db,link_available,estimated_availability,loss_fog_loss_db,loss_rain_loss_db,loss_molecular_loss_db,loss_geometric_loss_db,loss_total_atmospheric_loss_db,beam_initial_diameter_m,beam_final_diameter_m,beam_beam_spreading_ratio,beam_total_steering_angle_mrad,beam_scintillation_index,atm_num_layers,atm_total_height,atm_avg_fog_density,atm_avg_rain_rate,atm_avg_temperature,atm_total_optical_depth,atm_total_transmission
37.7749,-122.4194,40.0,steel,37.7849,-122.4094,15.0,steel,0.2,5.0,35.0,35.0,1550.0,20.0,1.4173252285675964,-1.01052738874752,1417.5456971590684,19.45192318686164,0.5480768131383584,49.45192318686164,True,0.6949644592709817,0.5349160426259015,0.01304247354237268,0.00011829697008436298,5.045044371595013,0.5480768131383585,0.1,0.2575050774621187,2.575050774621187,-0.028324663096937583,0.4389225041076212,9,90.0,0.2,5.0,35.0288888888889,0.07211155988463802,0.9304270916821129
37.7749,-122.4194,10.0,wood,37.7849,-122.4094,5.0,steel,1.0,50.0,50.0,10.0,1550.0,20.0,1.4173252285675964,-0.20212559783278145,1417.3340479697047,20.0,0.0,50.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,1.0,6,60.0,1.0,50.0,13.570833333333383,0.24457512868533124,0.7830371576032373
37.7749,-122.4194,40.0,black_paint,37.7849,-122.4094,30.0,steel,3.0,0.5,35.0,0.0,1550.0,15.0,1.4173252285675964,-0.4042461648560472,1417.360505846762,6.97567687087386,8.02432312912614,36.97567687087386,True,0.5361830898367731,8.022692400124283,0.001497280689468581,0.0001334483123870518,8.662811739838743,8.024323129126138,0.1,0.4422138199116682,4.422138199116682,-0.22465164017671183,0.865034572993385,9,90.0,3.0,0.5,2.1066666666666265,1.0559144282236717,0.34787417585463104
37.7749,-122.4194,100.0,white_paint,37.7849,-122.4094,20.0,white_paint,0.2,20.0,50.0,25.0,850.0,20.0,1.4173252285675964,-3.2305950374330603,1419.5812070939053,19.254754297291484,0.745245702708516,49.254754297291484,True,0.5,0.7018537923156978,0.042581933645667314,0.0008099767471518604,3.829007096574851,0.745245702708517,0.1,0.21079952793606835,2.1079952793606833,-0.04257166308829391,1.0,15,150.0,0.20000000000000007,20.0,25.431666666666672,0.2719791673154802,0.7618701327246327
37.7749,-122.4194,50.0,concrete,37.7849,-122.4094,30.0,aluminum,0.1,0.5,30.0,20.0,1550.0,15.0,1.4173252285675964,-0.8084520877431657,1417.4663324164667,14.757841800062197,0.24215819993780308,44.757841800062195,True,0.6467456750864025,0.24069874232277588,0.0013476532349180933,0.00011180438010915077,4.6534849818451764,0.24215819993780313,0.1,0.24174663324164666,2.4174663324164665,-0.05620254008031295,0.5462028406551064,10,100.0,0.1,0.5,20.487499999999955,0.039337023761355464,0.9614266309189831
37.7749,-122.4194,5.0,aluminum,37.7849,-122.4094,75.0,steel,1.0,0.0,20.0,10.0,850.0,10.0,1.4173252285675964,2.8274726273280875,1419.0527839140407,-18.708476971810942,28.708476971810942,11.291523028189058,True,0.5,28.70151280014738,0.0,0.006964171663567645,18.2492534303041,28.70847697181095,0.1,1.5349055464258117,15.349055464258116,-0.4368102478484487,1.0,6,55.0,1.0,0.0,10.770833333333314,0.46971193879887496,0.6251823331204097
37.7749,-122.4194,30.0,white_paint,37.7849,-122.4094,15.0,white_paint,2.0,10.0,40.0,35.0,1550.0,25.0,1.4173252285675964,-0.6063566710115278,1417.4046012110264,18.954512958119466,6.045487041880534,48.954512958119466,True,0.6848028150120539,6.017206494992978,0.028147346081357535,0.00013320080619814658,8.227795354964723,6.045487041880534,0.1,0.41572687491975613,4.157268749197561,-0.05961958103843895,0.4602743710719092,8,80.0,2.0,10.0,35.184999999999945,0.6285402477364466,0.5333698208138988
37.7749,-122.4194,5.0,wood,37.7849,-122.4094,20.0,black_paint,2.0,10.0,0.0,15.0,1550.0,20.0,1.4173252285675964,0.6063566710115278,1417.4046012110264,11.206546709809349,8.793453290190651,41.206546709809345,True,0.6570960244683629,8.752300356353423,0.04094159430015651,0.0002113395370720776,10.360259121547434,8.793453290190651,0.1,0.5592390907923726,5.5923909079237255,0.0,0.5218475881193629,6,55.0,2.0,10.0,13.987500000000011,0.4321221387602311,0.6491300878989643
37.7749,-122.4194,75.0,white_paint,37.7849,-122.4094,75.0,white_paint,1.0,0.5,35.0,15.0,1310.0,10.0,1.4173252285675964,0.0,1417.3252285675962,7.602607379818514,2.3973926201814857,37.602607379818515,True,0.5886825194705659,2.3960677658056166,0.0011470380741612333,0.00017781630170784745,5.309505565597362,2.3973926201814857,0.1,0.26855751747888335,2.6855751747888332,-0.03572469476120954,0.698708500635205,13,125.0,1.0,0.5,15.440769230769206,0.608562666303248,0.544132407118713
37.7749,-122.4194,5.0,white_paint,37.7849,-122.4094,50.0,black_paint,0.1,0.0,25.0,0.0,1310.0,15.0,1.4173252285675964,1.8185270302069108,1418.0394224189217,13.364227125124641,1.635772874875359,43.36422712512464,True,0.5188440214069413,1.634505784469226,0.0,0.001267090406132261,13.74590549881351,1.6357728748753582,0.1,0.873476048592139,8.73476048592139,-1.032074874171445,0.9273615166429313,6,55.0,0.09999999999999999,0.0,2.054166666666731,0.026782832451652163,0.9735726469531839
37.7749,-122.4194,30.0,concrete,37.7849,-122.4094,20.0,aluminum,0.2,2.0,35.0,40.0,1310.0,25.0,1.4173252285675964,-0.4042461648560472,1417.360505846762,24.244264230673743,0.7557357693262574,54.24426423067374,True,0.6799238762002779,0.748789813757494,0.00668906877291769,0.00025688679584208245,5.510144378333229,0.7557357693262537,0.1,0.27717006323084525,2.7717006323084523,-0.006466707307926011,0.4707528813202623,8,80.0,0.2,2.0,39.809999999999945,0.07857512478990845,0.9244326095172875
37.7749,-122.4194,75.0,white_paint,37.7849,-122.4094,5.0,black_paint,3.0,2.0,30.0,15.0,850.0,25.0,1.4173252285675964,-2.8274726273280875,1419.0527839140407,25.0,0.0,55.0,True,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,1.0,13,125.0,3.0,2.0,15.248461538461527,3.203413616068263,0.04062329469026666
37.7749,-122.4194,10.0,concrete,37.7849,-122.4094,40.0,concrete,1.0,2.0,40.0,25.0,1550.0,15.0,1.4173252285675964,1.2125775507233312,1417.642692477265,6.958806334964221,8.04119366503578,36.95880633496422,True,0.5968332260664159,8.024289662448593,0.016536642074828363,0.0003673605123563229,12.642194976589687,8.04119366503578,0.1,0.7573136617452919,7.573136617452919,-0.7331575457928262,0.6755099353143578,6,60.0,1.0,2.0,26.55416666666673,0.2350941391006978,0.7904964295028905
